subject,activity,har_label,is_fall,in_har,mmwave_path,imu_path,start_time,n_reps,cut_timestamps
101,legraise,7,0,1,node_1/mmWave/data/20240914203837_node_1_modality_mmwave_subject_101_activity_legraise_trial_1.pickle,imu/20240914203835_node_1_modality_imu.pickle,2024-09-14 20:38:36.127,11,"['2024-09-14 20.38.39.093', '2024-09-14 20.38.42.510', '2024-09-14 20.38.45.852', '2024-09-14 20.38.48.910', '2024-09-14 20.38.51.902', '2024-09-14 20.38.55.568', '2024-09-14 20.38.58.377', '2024-09-14 20.39.02.143', '2024-09-14 20.39.05.452', '2024-09-14 20.39.08.443', '2024-09-14 20.39.12.602']"
101,pickup,4,0,1,node_1/mmWave/data/20240914205513_node_1_modality_mmwave_subject_101_activity_pickup_trial_1.pickle,imu/20240914205509_node_1_modality_imu.pickle,2024-09-14 20:55:10.567,10,"['2024-09-14 20.55.14.325', '2024-09-14 20.55.20.775', '2024-09-14 20.55.27.283', '2024-09-14 20.55.34.317', '2024-09-14 20.55.39.767', '2024-09-14 20.55.50.000', '2024-09-14 20.55.56.325', '2024-09-14 20.56.01.767', '2024-09-14 20.56.05.850', '2024-09-14 20.56.15.617']"
108,stagger,11,0,1,node_1/mmWave/data/20240914232409_node_1_modality_mmwave_subject_108_activity_stagger_trial_1.pickle,imu/20240914232406_node_1_modality_imu.pickle,2024-09-14 23:24:06.000,11,"['2024-09-14 23.24.09.908', '2024-09-14 23.24.15.650', '2024-09-14 23.24.21.450', '2024-09-14 23.24.26.716', '2024-09-14 23.24.32.091', '2024-09-14 23.24.37.091', '2024-09-14 23.24.42.408', '2024-09-14 23.24.46.983', '2024-09-14 23.24.52.250', '2024-09-14 23.24.57.250', '2024-09-14 23.25.03.308']"
108,stretchoneself,8,0,1,node_1/mmWave/data/20240914232925_node_1_modality_mmwave_subject_108_activity_stretchoneself_trial_1.pickle,imu/20240914232920_node_1_modality_imu.pickle,2024-09-14 23:29:20.000,10,"['2024-09-14 23.29.23.933', '2024-09-14 23.29.28.908', '2024-09-14 23.29.33.500', '2024-09-14 23.29.38.091', '2024-09-14 23.29.42.483', '2024-09-14 23.29.47.408', '2024-09-14 23.29.52.291', '2024-09-14 23.29.57.266', '2024-09-14 23.30.05.666', '2024-09-14 23.30.11.175']"
211,sit,0,0,1,node_1/mmWave/data/20241029150419_node_1_modality_mmwave_subject_211_activity_sit_trial_1.pickle,imu/20241029150418_node_1_modality_imu.pickle,2024-10-29 15:04:17.222,10,"['2024-10-29 15.04.20.438', '2024-10-29 15.04.32.622', '2024-10-29 15.04.40.030', '2024-10-29 15.04.50.022', '2024-10-29 15.04.58.188', '2024-10-29 15.05.04.922', '2024-10-29 15.05.12.338', '2024-10-29 15.05.20.055', '2024-10-29 15.05.27.397', '2024-10-29 15.05.39.572']"
211,walk,1,0,1,node_1/mmWave/data/20241029150715_node_1_modality_mmwave_subject_211_activity_walk_trial_1.pickle,imu/20241029150714_node_1_modality_imu.pickle,2024-10-29 15:07:12.689,13,"['2024-10-29 15.07.16.314', '2024-10-29 15.07.28.130', '2024-10-29 15.07.44.097', '2024-10-29 15.07.56.072', '2024-10-29 15.08.09.522', '2024-10-29 15.08.22.530', '2024-10-29 15.08.34.355', '2024-10-29 15.08.52.239', '2024-10-29 15.09.04.655', '2024-10-29 15.09.18.839', '2024-10-29 15.09.32.589', '2024-10-29 15.09.45.597', '2024-10-29 15.09.58.747']"
211,bow,3,0,1,node_1/mmWave/data/20241029151115_node_1_modality_mmwave_subject_211_activity_bow_trial_1.pickle,imu/20241029151114_node_1_modality_imu.pickle,2024-10-29 15:11:14.245,9,"['2024-10-29 15.11.17.886', '2024-10-29 15.11.21.728', '2024-10-29 15.11.26.045', '2024-10-29 15.11.36.295', '2024-10-29 15.11.42.011', '2024-10-29 15.11.45.678', '2024-10-29 15.11.49.078', '2024-10-29 15.11.54.320', '2024-10-29 15.11.59.595']"
211,sleep,2,0,1,node_1/mmWave/data/20241029151335_node_1_modality_mmwave_subject_211_activity_sleep_trial_1.pickle,imu/20241029151333_node_1_modality_imu.pickle,2024-10-29 15:13:33.353,10,"['2024-10-29 15.13.37.461', '2024-10-29 15.13.42.994', '2024-10-29 15.13.50.803', '2024-10-29 15.13.56.744', '2024-10-29 15.14.03.619', '2024-10-29 15.14.08.753', '2024-10-29 15.14.13.353', '2024-10-29 15.14.20.286', '2024-10-29 15.14.30.136', '2024-10-29 15.14.36.603']"
211,jog,10,0,1,node_1/mmWave/data/20241029152000_node_1_modality_mmwave_subject_211_activity_jog_trial_1.pickle,imu/20241029151958_node_1_modality_imu.pickle,2024-10-29 15:19:59.192,11,"['2024-10-29 15.20.02.242', '2024-10-29 15.20.12.392', '2024-10-29 15.20.25.858', '2024-10-29 15.20.34.733', '2024-10-29 15.20.49.275', '2024-10-29 15.20.59.217', '2024-10-29 15.21.11.617', '2024-10-29 15.21.24.550', '2024-10-29 15.21.37.058', '2024-10-29 15.21.49.350', '2024-10-29 15.21.58.967']"
211,falldown,-1,1,0,node_1/mmWave/data/20241029152404_node_1_modality_mmwave_subject_211_activity_falldown_trial_1.pickle,imu/20241029152403_node_1_modality_imu.pickle,2024-10-29 15:24:03.362,9,"['2024-10-29 15.24.06.828', '2024-10-29 15.24.19.578', '2024-10-29 15.24.31.178', '2024-10-29 15.24.43.195', '2024-10-29 15.24.54.178', '2024-10-29 15.25.17.903', '2024-10-29 15.25.28.053', '2024-10-29 15.25.37.795', '2024-10-29 15.25.55.712']"
202,squat,5,0,1,node_1/mmWave/data/20241105214337_node_1_modality_mmwave_subject_202_activity_squat_trial_1.pickle,imu/20241105214332_node_1_modality_imu.pickle,2024-11-05 21:43:32.000,11,"['2024-11-05 21.43.35.750', '2024-11-05 21.43.42.508', '2024-11-05 21.43.49.150', '2024-11-05 21.43.55.000', '2024-11-05 21.44.00.908', '2024-11-05 21.44.07.433', '2024-11-05 21.44.14.683', '2024-11-05 21.44.20.533', '2024-11-05 21.44.27.725', '2024-11-05 21.44.33.758', '2024-11-05 21.44.38.625']"
202,lunge,6,0,1,node_1/mmWave/data/20241105214549_node_1_modality_mmwave_subject_202_activity_lunge_trial_1.pickle,imu/20241105214544_node_1_modality_imu.pickle,2024-11-05 21:45:43.000,11,"['2024-11-05 21.45.45.933', '2024-11-05 21.45.53.366', '2024-11-05 21.46.00.383', '2024-11-05 21.46.06.191', '2024-11-05 21.46.12.716', '2024-11-05 21.46.19.008', '2024-11-05 21.46.25.416', '2024-11-05 21.46.31.341', '2024-11-05 21.46.37.266', '2024-11-05 21.46.43.008', '2024-11-05 21.46.49.183']"
202,turn,9,0,1,node_1/mmWave/data/20241105214816_node_1_modality_mmwave_subject_202_activity_turn_trial_1.pickle,imu/20241105214812_node_1_modality_imu.pickle,2024-11-05 21:48:12.000,11,"['2024-11-05 21.48.15.683', '2024-11-05 21.48.26.408', '2024-11-05 21.48.38.475', '2024-11-05 21.48.48.725', '2024-11-05 21.49.01.366', '2024-11-05 21.49.11.133', '2024-11-05 21.49.21.383', '2024-11-05 21.49.31.433', '2024-11-05 21.49.41.491', '2024-11-05 21.49.48.766', '2024-11-05 21.49.57.583']"
202,legraise,7,0,1,node_1/mmWave/data/20241105215258_node_1_modality_mmwave_subject_202_activity_legraise_trial_1.pickle,imu/20241105215253_node_1_modality_imu.pickle,2024-11-05 21:52:52.000,11,"['2024-11-05 21.52.54.841', '2024-11-05 21.53.02.116', '2024-11-05 21.53.08.825', '2024-11-05 21.53.16.425', '2024-11-05 21.53.22.550', '2024-11-05 21.53.29.450', '2024-11-05 21.53.38.133', '2024-11-05 21.53.44.325', '2024-11-05 21.53.50.583', '2024-11-05 21.53.57.158', '2024-11-05 21.54.03.350']"
202,pickup,4,0,1,node_1/mmWave/data/20241105221702_node_1_modality_mmwave_subject_202_activity_pickup_trial_1.pickle,imu/20241105221658_node_1_modality_imu.pickle,2024-11-05 22:16:57.000,11,"['2024-11-05 22.17.00.041', '2024-11-05 22.17.08.675', '2024-11-05 22.17.17.991', '2024-11-05 22.17.25.625', '2024-11-05 22.17.33.016', '2024-11-05 22.17.41.416', '2024-11-05 22.17.50.050', '2024-11-05 22.17.57.058', '2024-11-05 22.18.05.608', '2024-11-05 22.18.14.008', '2024-11-05 22.18.22.633']"
204,stagger,11,0,1,node_1/mmWave/data/20241114181857_node_1_modality_mmwave_subject_204_activity_stagger_trial_1.pickle,imu/20241114181854_node_1_modality_imu.pickle,2024-11-14 18:18:54.849,11,"['2024-11-14 18.18.58.282', '2024-11-14 18.19.04.807', '2024-11-14 18.19.12.440', '2024-11-14 18.19.20.582', '2024-11-14 18.19.29.990', '2024-11-14 18.19.41.265', '2024-11-14 18.19.53.474', '2024-11-14 18.20.05.257', '2024-11-14 18.20.15.690', '2024-11-14 18.20.25.265', '2024-11-14 18.20.29.082']"
204,stretchoneself,8,0,1,node_1/mmWave/data/20241114182542_node_1_modality_mmwave_subject_204_activity_stretchoneself_trial_2.pickle,imu/20241114182540_node_1_modality_imu.pickle,2024-11-14 18:25:40.012,11,"['2024-11-14 18.25.44.245', '2024-11-14 18.25.47.837', '2024-11-14 18.25.51.237', '2024-11-14 18.25.54.470', '2024-11-14 18.25.58.803', '2024-11-14 18.26.02.237', '2024-11-14 18.26.06.062', '2024-11-14 18.26.10.128', '2024-11-14 18.26.13.562', '2024-11-14 18.26.17.112', '2024-11-14 18.26.21.128']"
208,stagger,11,0,1,node_1/mmWave/data/20241114205801_node_1_modality_mmwave_subject_208_activity_stagger_trial_1.pickle,imu/20241114205758_node_1_modality_imu.pickle,2024-11-14 20:57:58.508,12,"['2024-11-14 20.58.01.483', '2024-11-14 20.58.07.241', '2024-11-14 20.58.12.874', '2024-11-14 20.58.17.849', '2024-11-14 20.58.22.299', '2024-11-14 20.58.27.533', '2024-11-14 20.58.32.174', '2024-11-14 20.58.37.216', '2024-11-14 20.58.42.841', '2024-11-14 20.58.49.849', '2024-11-14 20.58.55.933', '2024-11-14 20.59.03.133']"
208,stretchoneself,8,0,1,node_1/mmWave/data/20241114210429_node_1_modality_mmwave_subject_208_activity_stretchoneself_trial_1.pickle,imu/20241114210426_node_1_modality_imu.pickle,2024-11-14 21:04:26.790,12,"['2024-11-14 21.04.29.331', '2024-11-14 21.04.35.606', '2024-11-14 21.04.42.465', '2024-11-14 21.04.48.065', '2024-11-14 21.04.55.665', '2024-11-14 21.05.01.048', '2024-11-14 21.05.08.940', '2024-11-14 21.05.16.390', '2024-11-14 21.05.24.648', '2024-11-14 21.05.30.765', '2024-11-14 21.05.37.773', '2024-11-14 21.05.47.365']"
201,sit,0,0,1,node_1/mmWave/data/20241115144644_node_1_modality_mmwave_subject_201_activity_sit_trial_1.pickle,imu/20241115144641_node_1_modality_imu.pickle,2024-11-15 14:46:41.438,10,"['2024-11-15 14.46.45.588', '2024-11-15 14.46.50.846', '2024-11-15 14.46.55.488', '2024-11-15 14.47.00.088', '2024-11-15 14.47.04.496', '2024-11-15 14.47.08.904', '2024-11-15 14.47.12.613', '2024-11-15 14.47.16.313', '2024-11-15 14.47.20.071', '2024-11-15 14.47.24.571']"
201,walk,1,0,1,node_1/mmWave/data/20241115144838_node_1_modality_mmwave_subject_201_activity_walk_trial_1.pickle,imu/20241115144836_node_1_modality_imu.pickle,2024-11-15 14:48:34.643,11,"['2024-11-15 14.48.40.534', '2024-11-15 14.48.48.609', '2024-11-15 14.48.55.876', '2024-11-15 14.49.02.476', '2024-11-15 14.49.08.868', '2024-11-15 14.49.15.534', '2024-11-15 14.49.23.068', '2024-11-15 14.49.30.876', '2024-11-15 14.49.37.676', '2024-11-15 14.49.44.876', '2024-11-15 14.49.50.734']"
201,bow,3,0,1,node_1/mmWave/data/20241115145021_node_1_modality_mmwave_subject_201_activity_bow_trial_1.pickle,imu/20241115145018_node_1_modality_imu.pickle,2024-11-15 14:50:18.750,11,"['2024-11-15 14.50.23.091', '2024-11-15 14.50.26.141', '2024-11-15 14.50.31.300', '2024-11-15 14.50.35.383', '2024-11-15 14.50.39.975', '2024-11-15 14.50.44.891', '2024-11-15 14.50.48.341', '2024-11-15 14.50.52.066', '2024-11-15 14.50.58.133', '2024-11-15 14.51.00.750', '2024-11-15 14.51.02.575']"
201,sleep,2,0,1,node_1/mmWave/data/20241115145138_node_1_modality_mmwave_subject_201_activity_sleep_trial_1.pickle,imu/20241115145135_node_1_modality_imu.pickle,2024-11-15 14:51:36.451,9,"['2024-11-15 14.51.44.242', '2024-11-15 14.51.53.801', '2024-11-15 14.52.03.276', '2024-11-15 14.52.11.767', '2024-11-15 14.52.22.484', '2024-11-15 14.52.32.951', '2024-11-15 14.52.43.501', '2024-11-15 14.52.51.742', '2024-11-15 14.53.02.792']"
201,jog,10,0,1,node_1/mmWave/data/20241115145827_node_1_modality_mmwave_subject_201_activity_jog_trial_1.pickle,imu/20241115145824_node_1_modality_imu.pickle,2024-11-15 14:58:24.695,12,"['2024-11-15 14.58.29.320', '2024-11-15 14.58.35.895', '2024-11-15 14.58.42.195', '2024-11-15 14.58.48.845', '2024-11-15 14.58.55.620', '2024-11-15 14.59.02.403', '2024-11-15 14.59.08.228', '2024-11-15 14.59.15.211', '2024-11-15 14.59.22.061', '2024-11-15 14.59.28.911', '2024-11-15 14.59.34.736', '2024-11-15 14.59.41.453']"
201,falldown,-1,1,0,node_1/mmWave/data/20241115150124_node_1_modality_mmwave_subject_201_activity_falldown_trial_1.pickle,imu/20241115150120_node_1_modality_imu.pickle,2024-11-15 15:01:21.162,12,"['2024-11-15 15.01.29.062', '2024-11-15 15.01.37.070', '2024-11-15 15.01.42.587', '2024-11-15 15.01.47.120', '2024-11-15 15.01.54.528', '2024-11-15 15.02.02.687', '2024-11-15 15.02.07.295', '2024-11-15 15.02.15.762', '2024-11-15 15.02.26.645', '2024-11-15 15.02.34.728', '2024-11-15 15.02.40.170', '2024-11-15 15.02.45.687']"
201,squat,5,0,1,node_1/mmWave/data/20241115150721_node_1_modality_mmwave_subject_201_activity_squat_trial_1.pickle,imu/20241115150718_node_1_modality_imu.pickle,2024-11-15 15:07:19.116,11,"['2024-11-15 15.07.23.549', '2024-11-15 15.07.27.607', '2024-11-15 15.07.30.932', '2024-11-15 15.07.34.641', '2024-11-15 15.07.38.116', '2024-11-15 15.07.41.316', '2024-11-15 15.07.45.224', '2024-11-15 15.07.48.932', '2024-11-15 15.07.53.349', '2024-11-15 15.07.58.074', '2024-11-15 15.08.01.232']"
201,lunge,6,0,1,node_1/mmWave/data/20241115150846_node_1_modality_mmwave_subject_201_activity_lunge_trial_1.pickle,imu/20241115150843_node_1_modality_imu.pickle,2024-11-15 15:08:44.008,11,"['2024-11-15 15.08.47.749', '2024-11-15 15.08.52.041', '2024-11-15 15.08.56.208', '2024-11-15 15.09.00.383', '2024-11-15 15.09.04.666', '2024-11-15 15.09.08.758', '2024-11-15 15.09.12.524', '2024-11-15 15.09.16.891', '2024-11-15 15.09.21.099', '2024-11-15 15.09.24.583', '2024-11-15 15.09.28.549']"
201,turn,9,0,1,node_1/mmWave/data/20241115151038_node_1_modality_mmwave_subject_201_activity_turn_trial_1.pickle,imu/20241115151035_node_1_modality_imu.pickle,2024-11-15 15:10:35.927,12,"['2024-11-15 15.10.39.977', '2024-11-15 15.10.44.002', '2024-11-15 15.10.48.802', '2024-11-15 15.10.52.052', '2024-11-15 15.10.54.960', '2024-11-15 15.10.57.435', '2024-11-15 15.11.01.385', '2024-11-15 15.11.04.593', '2024-11-15 15.11.07.535', '2024-11-15 15.11.10.710', '2024-11-15 15.11.14.002', '2024-11-15 15.11.17.877']"
201,legraise,7,0,1,node_1/mmWave/data/20241115151740_node_1_modality_mmwave_subject_201_activity_legraise_trial_1.pickle,imu/20241115151737_node_1_modality_imu.pickle,2024-11-15 15:17:37.625,11,"['2024-11-15 15.17.40.308', '2024-11-15 15.17.45.341', '2024-11-15 15.17.50.275', '2024-11-15 15.17.55.166', '2024-11-15 15.18.00.158', '2024-11-15 15.18.04.958', '2024-11-15 15.18.09.475', '2024-11-15 15.18.14.091', '2024-11-15 15.18.19.541', '2024-11-15 15.18.23.508', '2024-11-15 15.18.27.466']"
201,pickup,4,0,1,node_1/mmWave/data/20241115153926_node_1_modality_mmwave_subject_201_activity_pickup_trial_1.pickle,imu/20241115153923_node_1_modality_imu.pickle,2024-11-15 15:39:23.885,11,"['2024-11-15 15.39.26.810', '2024-11-15 15.39.32.701', '2024-11-15 15.39.37.810', '2024-11-15 15.39.43.176', '2024-11-15 15.39.49.435', '2024-11-15 15.39.55.435', '2024-11-15 15.40.01.335', '2024-11-15 15.40.07.276', '2024-11-15 15.40.13.226', '2024-11-15 15.40.18.643', '2024-11-15 15.40.22.018']"
